ID,Population,Species,Temp,Sex,Mother,Box,Treat
TIA2,TI,nd,31.01,0,TIA,TI23,31
TIB13,TI,nd,31.05,0,TIB,TI24,31
TII16,TI,nd,32.01,1,TII,TI36,32
TIJ11,TI,nd,32.01,0,TIJ,TI36,32
TIA23,TI,nd,31.05,1,TIA,TI24,31
TIB24,TI,nd,31.05,1,TIB,TI26,31
TID17,TI,nd,30.81,0,TID,TI27,31
TIF2,TI,nd,31.05,0,TIF,TI24,31
TIJ21,TI,nd,29.29,1,TIJ,TI14,29
TIA29,TI,nd,31.05,1,TIA,TI26,31
TID8,TI,nd,31.01,0,TID,TI23,31
TIF7,TI,nd,31.05,0,TIF,TI26,31
TIJ16,TI,nd,28.99,1,TIJ,TI15,29
TIA9,TI,nd,31.07,0,TIA,TI22,31
TIB23,TI,nd,31.07,0,TIB,TI22,31
TID6,TI,nd,31.05,0,TID,TI24,31
TIF16,TI,nd,31.12,0,TIF,TI29,31
TIJ17,TI,nd,29.07,1,TIJ,TI12,29
TIA7,TI,nd,31.13,0,TIA,TI28,31
TIB29,TI,nd,31.12,1,TIB,TI29,31
TID20,TI,nd,31.05,1,TID,TI26,31
TIJ15,TI,nd,29.1,1,TIJ,TI16,29
TIH9,TI,nd,30.81,0,TIH,TI27,31
TIA18,TI,nd,32.01,0,TIA,TI36,32
TIB2,TI,nd,32.01,0,TIB,TI36,32
TID24,TI,nd,31.07,0,TID,TI22,31
TIE27,TI,nd,30.81,1,TIE,TI27,31
TIF8,TI,nd,32.07,0,TIF,TI33,32
TII14,TI,nd,30.81,1,TII,TI27,31
TIA27,TI,nd,32.16,0,TIA,TI35,32
TIH2,TI,nd,31.13,0,TIH,TI28,31
TII29,TI,nd,31.13,0,TII,TI28,31
TIJ14,TI,nd,31.13,1,TIJ,TI28,31
TIB16,TI,nd,32.07,0,TIB,TI33,32
TIC28,TI,nd,31.12,1,TIC,TI29,31
TID7,TI,nd,31.12,0,TID,TI29,31
TIE22,TI,nd,31.05,0,TIE,TI26,31
TIF1,TI,nd,32.07,0,TIF,TI34,32
TIG30,TI,nd,32.07,0,TIG,TI34,32
TIH27,TI,nd,31.12,0,TIH,TI29,31
TII15,TI,nd,31.12,1,TII,TI29,31
TIJ8,TI,nd,31.12,1,TIJ,TI29,31
TIB26,TI,nd,32.07,0,TIB,TI34,32
TIC16,TI,nd,32.26,0,TIC,TI32,32
TID21,TI,nd,32.07,0,TID,TI34,32
TIE15,TI,nd,31.12,1,TIE,TI29,31
TIG4,TI,nd,32.16,0,TIG,TI35,32
TIH13,TI,nd,30.09,0,TIH,TI30,30
TII2,TI,nd,30.09,0,TII,TI30,30
TIJ20,TI,nd,30.09,0,TIJ,TI30,30
TIA19,TI,nd,32.26,0,TIA,TI32,32
TIB11,TI,nd,32.26,0,TIB,TI32,32
TID30,TI,nd,32.26,0,TID,TI32,32
TIF10,TI,nd,32.16,0,TIF,TI35,32
TIG6,TI,nd,32.26,0,TIG,TI32,32
TII1,TI,nd,30,0,TII,TI31,30
NIA54,NI,cm,27.08735795,1,NIA,NI34,27
NIB11,NI,cm,27.08735795,1,NIB,NI34,27
NIB36,NI,cm,26.96229273,1,NIB,NI33,27
NIB56,NI,cm,27.08735795,1,NIB,NI34,27
NIF20,NI,cm,26.96229273,1,NIF,NI33,27
NIH10,NI,cm,27.08735795,1,NIH,NI34,27
NIH12,NI,cm,26.96229273,1,NIH,NI33,27
NIH46,NI,cm,27.08735795,1,NIH,NI34,27
NIH78,NI,cm,26.96229273,1,NIH,NI33,27
NIX12,NI,cm,27.08735795,1,NIX,NI34,27
NIA35,NI,cm,26.66038893,1,NIA,NI8,27
NIA83,NI,cm,26.66038893,1,NIA,NI8,27
NIB37,NI,cm,26.66038893,1,NIB,NI8,27
NIF8,NI,cm,26.66038893,1,NIF,NI8,27
NIF50,NI,cm,26.66038893,1,NIF,NI8,27
NIH80,NI,cm,26.66038893,1,NIH,NI8,27
NIH88,NI,cm,26.66038893,1,NIH,NI8,27
NIX28,NI,cm,26.66038893,1,NIX,NI8,27
NIX54,NI,cm,26.66038893,1,NIX,NI8,27
NIA21,NI,cm,27.44076271,1,NIA,NI2,27
NIB7,NI,cm,27.44076271,1,NIB,NI2,27
NIB58,NI,cm,27.44076271,1,NIB,NI2,27
NIF14,NI,cm,27.44076271,1,NIF,NI2,27
NIF23,NI,cm,27.44076271,1,NIF,NI2,27
NIH26,NI,cm,27.44076271,1,NIH,NI2,27
NIH44,NI,cm,27.44076271,1,NIH,NI2,27
NIH75,NI,cm,27.44076271,1,NIH,NI2,27
NIX2,NI,cm,27.44076271,1,NIX,NI2,27
NIA64,NI,cm,27.09545305,1,NIA,NI3,27
NIB15,NI,cm,27.09545305,1,NIB,NI3,27
NIF30,NI,cm,27.09545305,1,NIF,NI3,27
NIH47,NI,cm,27.09545305,1,NIH,NI3,27
NIB23,NI,cm,28.93930487,1,NIB,NI35,29
NIB38,NI,cm,28.99393352,0,NIB,NI36,29
NIB69,NI,cm,28.99393352,0,NIB,NI36,29
NIF29,NI,cm,28.99393352,1,NIF,NI36,29
NIF43,NI,cm,28.93930487,1,NIF,NI35,29
NIH25,NI,cm,28.99393352,1,NIH,NI36,29
NIH32,NI,cm,28.93930487,0,NIH,NI35,29
NIH54,NI,cm,28.93930487,1,NIH,NI35,29
NIH73,NI,cm,28.99393352,1,NIH,NI36,29
NIX5,NI,cm,28.99393352,0,NIX,NI36,29
NIX26,NI,cm,28.93930487,0,NIX,NI35,29
NIB31,NI,cm,30.27708877,0,NIB,NI38,30
NIB40,NI,cm,30.16035464,0,NIB,NI37,30
NIB60,NI,cm,30.27708877,1,NIB,NI38,30
NIF41,NI,cm,30.27708877,0,NIF,NI38,30
NIF44,NI,cm,30.16035464,0,NIF,NI37,30
NIH17,NI,cm,30.16035464,1,NIH,NI37,30
NIH61,NI,cm,30.16035464,0,NIH,NI37,30
NIH87,NI,cm,30.27708877,0,NIH,NI38,30
NIX42,NI,cm,30.16035464,0,NIX,NI37,30
NIX43,NI,cm,30.27708877,0,NIX,NI38,30
NIB9,NI,cm,30.47556818,0,NIB,NI40,30
NIB14,NI,cm,31.29242701,0,NIB,NI25,31
NIB44,NI,cm,31.44998859,0,NIB,NI39,31
NIB57,NI,cm,30.47556818,0,NIB,NI40,30
NIB73,NI,cm,31.29242701,0,NIB,NI25,31
NIF10,NI,cm,31.29242701,0,NIF,NI25,31
NIF22,NI,cm,30.47556818,0,NIF,NI40,30
NIF45,NI,cm,31.44998859,0,NIF,NI39,31
NIH3,NI,cm,31.44998859,0,NIH,NI39,31
NIH29,NI,cm,30.47556818,0,NIH,NI40,30
NIH37,NI,cm,31.29242701,0,NIH,NI25,31
NIH49,NI,cm,30.47556818,0,NIH,NI40,30
NIH72,NI,cm,31.29242701,0,NIH,NI25,31
NIH90,NI,cm,31.44998859,0,NIH,NI39,31
NIX17,NI,cm,30.47556818,0,NIX,NI40,30
NIX30,NI,cm,31.29242701,0,NIX,NI25,31
NIX49,NI,cm,31.29242701,0,NIX,NI25,31
NIB27,NI,cm,31.4342167,0,NIB,NI30,31
NIB70,NI,cm,31.4342167,0,NIB,NI30,31
NIF13,NI,cm,31.4342167,0,NIF,NI30,31
NIH15,NI,cm,31.4342167,0,NIH,NI30,31
NIH51,NI,cm,31.4342167,0,NIH,NI30,31
NIH70,NI,cm,31.4342167,0,NIH,NI30,31
NIX11,NI,cm,31.4342167,0,NIX,NI30,31
NIB42,NI,cm,30.4579461,0,NIB,NI31,30
NIB50,NI,cm,30.4579461,0,NIB,NI31,30
NIF32,NI,cm,30.4579461,0,NIF,NI31,30
NIH5,NI,cm,30.4579461,0,NIH,NI31,30
NIH57,NI,cm,30.4579461,0,NIH,NI31,30
NIX33,NI,cm,30.4579461,0,NIX,NI31,30
NIB39,NI,cm,31.65925882,0,NIB,NI42,32
NIB41,NI,cm,32.47879147,0,NIB,NI41,32
NIB67,NI,cm,31.65925882,0,NIB,NI42,32
NIF16,NI,cm,31.65925882,0,NIF,NI42,32
NIF39,NI,cm,32.47879147,0,NIF,NI41,32
NIH21,NI,cm,31.65925882,0,NIH,NI42,32
NIH35,NI,cm,32.47879147,0,NIH,NI41,32
NIH59,NI,cm,32.47879147,0,NIH,NI41,32
